transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
68,4,1498,2017-09-30,1.0,Approved,2.0,1.0,2.0,1.0,1129.13,677.48,1970-01-01
69,38,1612,2017-10-21,1.0,Approved,5.0,1.0,1.0,1.0,2091.47,388.92,1970-01-01
70,27,2192,2017-05-06,1.0,Approved,5.0,1.0,1.0,1.0,499.53,388.72,1970-01-01
71,54,419,2017-01-03,0.0,Approved,3.0,1.0,1.0,1.0,1292.84,13.44,1970-01-01
72,77,3307,2017-05-09,1.0,Approved,3.0,1.0,1.0,1.0,1769.64,108.76,1970-01-01
73,22,2430,2017-07-23,0.0,Approved,3.0,1.0,1.0,1.0,60.34,45.26,1970-01-01
74,56,1506,2017-01-21,1.0,Approved,4.0,1.0,1.0,1.0,183.86,137.9,1970-01-01
75,58,1346,2017-06-20,0.0,Approved,4.0,1.0,1.0,1.0,912.52,141.4,1970-01-01
76,22,927,2017-03-10,0.0,Approved,3.0,1.0,1.0,1.0,60.34,45.26,1970-01-01
77,50,763,2017-06-02,0.0,Approved,3.0,1.0,1.0,1.0,175.89,131.92,1970-01-01
78,80,2397,2017-11-07,0.0,Approved,4.0,3.0,3.0,1.0,1073.07,933.84,1970-01-01
79,87,102,2017-09-12,1.0,Approved,2.0,1.0,2.0,1.0,1179.0,707.4,1970-01-01
80,15,2884,2017-12-16,0.0,Approved,6.0,1.0,3.0,1.0,958.74,748.9,1970-01-01
81,84,759,2017-10-07,1.0,Approved,2.0,2.0,1.0,1.0,792.9,594.68,1970-01-01
82,21,773,2017-04-27,1.0,Approved,1.0,1.0,1.0,1.0,1071.23,380.74,1970-01-01
83,0,3398,2017-04-01,1.0,Approved,4.0,1.0,1.0,1.0,235.63,125.07,1970-01-01
84,33,3297,2017-11-02,1.0,Approved,2.0,1.0,1.0,1.0,1311.44,1167.18,1970-01-01
85,84,2434,2017-02-13,1.0,Approved,5.0,2.0,1.0,1.0,290.62,215.14,1970-01-01
86,1,1861,2017-07-19,0.0,Approved,2.0,1.0,1.0,1.0,1403.5,954.82,1970-01-01
87,27,1233,2017-05-23,0.0,Approved,5.0,1.0,1.0,1.0,499.53,388.72,1970-01-01
88,31,1390,2017-08-06,0.0,Approved,3.0,1.0,1.0,1.0,752.64,205.36,1970-01-01
89,0,2682,2017-04-04,1.0,Approved,4.0,2.0,2.0,1.0,12.01,7.21,1970-01-01
90,62,439,2017-08-15,1.0,Approved,1.0,1.0,1.0,1.0,478.16,298.72,1970-01-01
91,17,1579,2017-04-15,1.0,Approved,1.0,1.0,2.0,1.0,1024.66,614.8,1970-01-01
92,73,2984,2017-07-25,1.0,Approved,1.0,1.0,1.0,1.0,1945.43,333.18,1970-01-01
93,33,3470,2017-11-28,1.0,Approved,2.0,1.0,1.0,1.0,1311.44,1167.18,1970-01-01
94,86,1,2017-12-23,0.0,Approved,4.0,1.0,1.0,1.0,235.63,125.07,1970-01-01
95,45,757,2017-02-26,0.0,Approved,1.0,1.0,1.0,1.0,441.49,84.99,1970-01-01
96,1,1778,2017-02-21,0.0,Approved,2.0,1.0,1.0,1.0,1403.5,954.82,1970-01-01
97,80,211,2017-05-31,1.0,Approved,4.0,3.0,3.0,1.0,1073.07,933.84,1970-01-01
98,49,333,2017-06-23,1.0,Approved,5.0,2.0,1.0,1.0,533.51,400.13,1970-01-01
99,95,32,2017-03-26,0.0,Approved,2.0,1.0,1.0,1.0,569.56,528.43,1970-01-01
100,0,119,2017-07-31,0.0,Approved,1.0,1.0,1.0,1.0,478.16,298.72,1970-01-01
101,18,2347,2017-07-27,0.0,Approved,6.0,1.0,2.0,1.0,1148.64,689.18,1970-01-01
102,4,2353,2017-04-14,0.0,Approved,2.0,1.0,2.0,1.0,1129.13,677.48,1970-01-01
103,33,788,2017-11-12,0.0,Approved,2.0,1.0,1.0,1.0,1311.44,1167.18,1970-01-01
104,78,1468,2017-09-12,0.0,Approved,2.0,1.0,1.0,1.0,1765.3,709.48,1970-01-01
105,89,821,2017-10-26,0.0,Approved,3.0,3.0,1.0,1.0,1362.99,57.74,1970-01-01
106,70,2489,2017-02-15,0.0,Approved,5.0,1.0,2.0,1.0,495.72,297.43,1970-01-01
107,79,2710,2017-12-22,0.0,Approved,6.0,1.0,1.0,1.0,1555.58,818.01,1970-01-01
108,26,947,2017-10-11,1.0,Approved,3.0,1.0,1.0,1.0,1992.93,762.63,1970-01-01
109,39,1335,2017-03-27,1.0,Approved,2.0,1.0,1.0,1.0,1812.75,582.48,1970-01-01
110,36,1076,2017-11-04,0.0,Approved,1.0,1.0,3.0,1.0,945.04,507.58,1970-01-01
111,0,3320,2017-06-11,1.0,Approved,4.0,1.0,3.0,1.0,71.16,56.93,1970-01-01
112,84,779,2017-10-09,0.0,Approved,2.0,2.0,1.0,1.0,792.9,594.68,1970-01-01
113,98,3296,2017-06-07,1.0,Approved,5.0,1.0,2.0,1.0,358.39,215.03,1970-01-01
114,75,455,2017-10-24,1.0,Approved,2.0,3.0,1.0,1.0,1873.97,863.95,1970-01-01
115,76,1779,2017-05-01,0.0,Approved,3.0,1.0,3.0,1.0,642.31,513.85,1970-01-01
116,72,2703,2017-11-21,1.0,Approved,6.0,1.0,1.0,1.0,360.4,270.3,1970-01-01
117,42,806,2017-03-24,0.0,Approved,4.0,2.0,1.0,1.0,1810.0,1610.9,1970-01-01
118,20,22,2017-03-21,0.0,Approved,5.0,1.0,1.0,1.0,1775.81,1580.47,1970-01-01
119,64,1591,2017-02-20,0.0,Approved,5.0,1.0,1.0,1.0,1469.44,596.55,1970-01-01
120,0,678,2017-06-16,0.0,Approved,5.0,1.0,2.0,1.0,495.72,297.43,1970-01-01
121,25,50,2017-12-04,0.0,Approved,2.0,2.0,1.0,1.0,1538.99,829.65,1970-01-01
122,24,1038,2017-12-01,1.0,Approved,1.0,2.0,1.0,1.0,1777.8,820.78,1970-01-01
123,31,1453,2017-03-05,1.0,Approved,3.0,1.0,1.0,1.0,752.64,205.36,1970-01-01
124,98,1339,2017-03-21,0.0,Approved,4.0,1.0,1.0,1.0,795.34,101.58,1970-01-01
125,22,3382,2017-01-03,1.0,Approved,1.0,1.0,1.0,1.0,575.27,431.45,1970-01-01
126,53,773,2017-04-01,0.0,Approved,4.0,1.0,1.0,1.0,795.34,101.58,1970-01-01
127,84,2503,2017-03-16,1.0,Approved,5.0,2.0,1.0,1.0,290.62,215.14,1970-01-01
128,25,1057,2017-02-26,0.0,Approved,2.0,2.0,1.0,1.0,1538.99,829.65,1970-01-01
129,50,1397,2017-06-05,0.0,Approved,3.0,1.0,1.0,1.0,175.89,131.92,1970-01-01
130,44,2134,2017-09-04,0.0,Approved,3.0,1.0,1.0,1.0,1769.64,108.76,1970-01-01
131,96,2403,2017-01-18,1.0,Approved,3.0,2.0,3.0,1.0,1172.78,1043.77,1970-01-01
132,12,1937,2017-09-28,0.0,Approved,3.0,1.0,1.0,1.0,1231.15,161.6,1970-01-01
133,93,1282,2017-09-02,1.0,Approved,3.0,1.0,1.0,1.0,1065.03,230.09,1970-01-01
134,78,2183,2017-05-09,0.0,Approved,2.0,1.0,1.0,1.0,1765.3,709.48,1970-01-01
135,84,1788,2017-10-17,0.0,Approved,2.0,2.0,1.0,1.0,792.9,594.68,1970-01-01
136,65,1170,2017-04-25,1.0,Approved,3.0,1.0,1.0,1.0,1807.45,778.69,1970-01-01
137,0,431,2017-09-23,0.0,Approved,1.0,1.0,1.0,1.0,1942.61,507.58,1970-01-01
138,29,1940,2017-08-02,0.0,Approved,3.0,1.0,1.0,1.0,1065.03,230.09,1970-01-01
139,32,2073,2017-03-25,0.0,Cancelled,2.0,1.0,2.0,1.0,1179.0,707.4,1970-01-01
140,11,462,2017-01-01,0.0,Approved,2.0,1.0,2.0,1.0,1274.93,764.96,1970-01-01
141,10,2728,2017-12-22,0.0,Approved,1.0,1.0,1.0,1.0,1945.43,333.18,1970-01-01
142,46,2053,2017-12-25,0.0,Approved,1.0,1.0,3.0,1.0,1289.85,74.51,1970-01-01
143,60,2135,2017-01-26,1.0,Approved,2.0,1.0,2.0,1.0,1977.36,1759.85,1970-01-01
144,92,1217,2017-12-20,0.0,Approved,3.0,3.0,1.0,1.0,1890.39,260.14,1970-01-01
145,7,2992,2017-06-07,1.0,Approved,5.0,2.0,3.0,1.0,980.37,234.43,1970-01-01
146,41,3261,2017-04-06,1.0,Approved,1.0,2.0,1.0,1.0,416.98,312.74,1970-01-01
147,67,2748,2017-04-25,1.0,Approved,6.0,2.0,1.0,1.0,544.05,376.84,1970-01-01
148,14,3262,2017-01-13,0.0,Approved,5.0,1.0,1.0,1.0,1386.84,1234.29,1970-01-01
149,89,788,2017-03-21,0.0,Approved,3.0,3.0,1.0,1.0,1362.99,57.74,1970-01-01
150,9,3067,2017-11-21,1.0,Approved,4.0,2.0,1.0,1.0,742.54,667.4,1970-01-01
151,31,701,2017-11-11,0.0,Approved,2.0,1.0,1.0,1.0,230.91,173.18,1970-01-01
152,92,648,2017-10-16,0.0,Approved,3.0,1.0,1.0,1.0,1415.01,1259.36,1970-01-01
153,37,3286,2017-08-19,1.0,Approved,4.0,1.0,3.0,1.0,1793.43,248.82,1970-01-01
154,3,3383,2017-04-06,1.0,Approved,5.0,1.0,1.0,1.0,2091.47,388.92,1970-01-01
155,56,982,2017-11-04,1.0,Approved,6.0,4.0,3.0,1.0,688.63,612.88,1970-01-01
156,14,676,2017-08-22,1.0,Approved,1.0,1.0,2.0,1.0,1842.92,1105.75,1970-01-01
157,6,385,2017-09-15,1.0,Approved,1.0,1.0,2.0,1.0,748.17,448.9,1970-01-01
158,50,1229,2017-03-01,1.0,Approved,3.0,1.0,1.0,1.0,175.89,131.92,1970-01-01
159,10,3232,2017-08-16,0.0,Approved,3.0,3.0,1.0,1.0,1466.68,363.25,1970-01-01
160,0,3300,2017-08-27,0.0,Approved,1.0,1.0,1.0,1.0,1656.86,507.58,1970-01-01
161,69,2381,2017-07-10,0.0,Approved,2.0,2.0,1.0,1.0,792.9,594.68,1970-01-01
162,78,371,2017-12-11,0.0,Approved,2.0,1.0,1.0,1.0,1765.3,709.48,1970-01-01
163,80,2519,2017-05-20,1.0,Approved,4.0,3.0,3.0,1.0,1073.07,933.84,1970-01-01
164,17,2264,2017-07-30,0.0,Approved,1.0,1.0,2.0,1.0,1024.66,614.8,1970-01-01
165,3,2637,2017-10-25,1.0,Approved,5.0,1.0,1.0,1.0,2091.47,388.92,1970-01-01
166,78,3262,2017-11-27,0.0,Approved,2.0,1.0,1.0,1.0,1765.3,709.48,1970-01-01
167,90,3177,2017-04-26,0.0,Approved,6.0,1.0,3.0,1.0,363.01,290.41,1970-01-01
168,87,2267,2017-02-02,0.0,Approved,2.0,1.0,2.0,1.0,1179.0,707.4,1970-01-01
169,97,456,2017-05-02,0.0,Approved,1.0,1.0,1.0,1.0,202.62,151.96,1970-01-01
170,6,404,2017-10-16,0.0,Approved,4.0,1.0,2.0,1.0,227.88,136.73,1970-01-01
171,100,3121,2017-10-22,0.0,Approved,6.0,2.0,1.0,1.0,1036.59,206.35,1970-01-01
172,55,2365,2017-04-11,1.0,Approved,5.0,2.0,1.0,1.0,1894.19,598.76,1970-01-01
173,100,2528,2017-11-16,0.0,Approved,6.0,2.0,1.0,1.0,1036.59,206.35,1970-01-01
174,10,3151,2017-12-17,0.0,Approved,3.0,3.0,1.0,1.0,1466.68,363.25,1970-01-01
175,25,3241,2017-12-23,0.0,Approved,2.0,2.0,1.0,1.0,1538.99,829.65,1970-01-01
176,74,1335,2017-03-30,1.0,Approved,3.0,1.0,1.0,1.0,1228.07,400.91,1970-01-01
177,90,2234,2017-04-13,0.0,Approved,6.0,1.0,3.0,1.0,363.01,290.41,1970-01-01
178,56,3226,2017-07-25,1.0,Approved,4.0,1.0,1.0,1.0,183.86,137.9,1970-01-01
179,62,1365,2017-01-31,0.0,Approved,1.0,1.0,1.0,1.0,478.16,298.72,1970-01-01
180,20,3349,2017-03-18,1.0,Approved,5.0,1.0,1.0,1.0,1775.81,1580.47,1970-01-01
181,17,1002,2017-02-24,0.0,Approved,1.0,1.0,2.0,1.0,1024.66,614.8,1970-01-01
182,16,2282,2017-02-18,0.0,Approved,6.0,1.0,2.0,1.0,1661.92,1479.11,1970-01-01
183,46,2656,2017-01-07,0.0,Approved,1.0,1.0,3.0,1.0,1289.85,74.51,1970-01-01
184,71,2409,2017-07-05,1.0,Approved,1.0,1.0,2.0,1.0,1842.92,1105.75,1970-01-01
185,91,1711,2017-11-19,0.0,Approved,3.0,1.0,3.0,1.0,642.31,513.85,1970-01-01
186,17,2582,2017-11-08,1.0,Approved,1.0,1.0,2.0,1.0,1024.66,614.8,1970-01-01
187,1,1005,2017-07-24,1.0,Approved,2.0,3.0,1.0,1.0,1873.97,863.95,1970-01-01
188,3,1597,2017-01-15,1.0,Approved,5.0,1.0,1.0,1.0,2091.47,388.92,1970-01-01
189,56,2713,2017-01-12,1.0,Approved,4.0,1.0,1.0,1.0,183.86,137.9,1970-01-01
190,37,1435,2017-11-27,1.0,Approved,4.0,1.0,3.0,1.0,1793.43,248.82,1970-01-01
191,34,1477,2017-06-30,1.0,Approved,6.0,2.0,2.0,1.0,774.53,464.72,1970-01-01
192,0,1614,2017-07-15,1.0,Approved,2.0,1.0,1.0,1.0,230.91,173.18,1970-01-01
193,12,1254,2017-06-22,1.0,Approved,3.0,1.0,1.0,1.0,1231.15,161.6,1970-01-01
194,25,1423,2017-05-02,0.0,Approved,2.0,2.0,1.0,1.0,1538.99,829.65,1970-01-01
195,81,276,2017-12-27,0.0,Approved,6.0,1.0,1.0,1.0,586.45,521.94,1970-01-01
196,19,1315,2017-12-21,1.0,Approved,4.0,2.0,2.0,1.0,12.01,7.21,1970-01-01
197,45,591,2017-05-23,1.0,Approved,1.0,1.0,1.0,1.0,441.49,84.99,1970-01-01
198,74,1017,2017-02-02,0.0,Approved,3.0,1.0,1.0,1.0,1762.96,950.52,1970-01-01
199,33,2123,2017-06-08,0.0,Approved,2.0,1.0,1.0,1.0,1311.44,1167.18,1970-01-01
200,57,2889,2017-04-15,1.0,Approved,3.0,3.0,1.0,1.0,1890.39,260.14,1970-01-01
201,0,3208,2017-09-05,1.0,Approved,5.0,2.0,1.0,1.0,533.51,400.13,1970-01-01
202,23,2406,2017-02-26,1.0,Approved,6.0,4.0,3.0,1.0,688.63,612.88,1970-01-01
203,67,2041,2017-07-29,0.0,Approved,6.0,2.0,1.0,1.0,544.05,376.84,1970-01-01
204,81,1598,2017-07-03,1.0,Approved,6.0,1.0,1.0,1.0,586.45,521.94,1970-01-01
205,58,1842,2017-05-27,1.0,Approved,4.0,1.0,1.0,1.0,912.52,141.4,1970-01-01
206,5,141,2017-05-05,0.0,Approved,2.0,1.0,2.0,1.0,1129.13,677.48,1970-01-01
207,94,1321,2017-09-09,0.0,Approved,2.0,1.0,1.0,1.0,1635.3,993.66,1970-01-01
208,51,183,2017-05-21,0.0,Approved,4.0,1.0,2.0,1.0,2005.66,1203.4,1970-01-01
209,59,2591,2017-09-22,0.0,Approved,3.0,1.0,1.0,1.0,1415.01,1259.36,1970-01-01
210,63,3356,2017-04-12,1.0,Approved,1.0,1.0,1.0,1.0,1483.2,99.59,1970-01-01
211,40,766,2017-05-07,1.0,Approved,4.0,1.0,2.0,1.0,1458.17,874.9,1970-01-01
212,80,1596,2017-01-13,0.0,Approved,5.0,1.0,1.0,1.0,1469.44,596.55,1970-01-01
213,82,520,2017-12-14,0.0,Approved,6.0,1.0,2.0,1.0,1148.64,689.18,1970-01-01
214,46,868,2017-03-22,1.0,Approved,1.0,1.0,3.0,1.0,1289.85,74.51,1970-01-01
215,78,2999,2017-09-30,0.0,Approved,2.0,1.0,1.0,1.0,1765.3,709.48,1970-01-01
216,72,352,2017-11-29,1.0,Approved,6.0,1.0,1.0,1.0,360.4,270.3,1970-01-01
217,75,1140,2017-06-09,0.0,Approved,2.0,3.0,1.0,1.0,1873.97,863.95,1970-01-01
218,40,621,2017-04-21,0.0,Approved,5.0,2.0,1.0,1.0,1894.19,598.76,1970-01-01
219,2,3307,2017-11-13,0.0,Approved,2.0,2.0,3.0,1.0,590.26,525.33,1970-01-01
220,10,1502,2017-04-09,1.0,Approved,3.0,3.0,1.0,1.0,1466.68,363.25,1970-01-01
221,35,936,2017-05-08,0.0,Approved,2.0,1.0,1.0,1.0,1403.5,954.82,1970-01-01
222,8,939,2017-07-08,1.0,Approved,1.0,2.0,1.0,1.0,1703.52,1516.13,1970-01-01
223,2,2698,2017-11-30,0.0,Approved,2.0,2.0,3.0,1.0,590.26,525.33,1970-01-01
224,69,579,2017-04-25,1.0,Approved,2.0,2.0,1.0,1.0,792.9,594.68,1970-01-01
225,54,2036,2017-03-30,1.0,Approved,3.0,1.0,1.0,1.0,1292.84,13.44,1970-01-01
226,8,3077,2017-03-10,0.0,Approved,1.0,2.0,1.0,1.0,1703.52,1516.13,1970-01-01
227,86,369,2017-03-16,1.0,Approved,4.0,1.0,1.0,1.0,235.63,125.07,1970-01-01
228,13,821,2017-04-04,1.0,Approved,1.0,1.0,1.0,1.0,1163.89,589.27,1970-01-01
229,19,2687,2017-03-13,1.0,Approved,5.0,4.0,3.0,1.0,574.64,459.71,1970-01-01
230,86,681,2017-12-23,1.0,Approved,4.0,1.0,1.0,1.0,235.63,125.07,1970-01-01
231,46,37,2017-08-12,1.0,Approved,4.0,1.0,3.0,1.0,1793.43,248.82,1970-01-01
232,30,3002,2017-08-04,0.0,Approved,1.0,1.0,2.0,1.0,748.17,448.9,1970-01-01
233,92,396,2017-09-01,0.0,Approved,3.0,3.0,1.0,1.0,1890.39,260.14,1970-01-01
234,71,550,2017-09-01,1.0,Approved,1.0,1.0,2.0,1.0,1842.92,1105.75,1970-01-01
235,77,1605,2017-07-02,0.0,Approved,6.0,2.0,1.0,1.0,1240.31,795.1,1970-01-01
236,7,2325,2017-08-31,1.0,Approved,2.0,1.0,1.0,1.0,1311.44,1167.18,1970-01-01
237,23,1420,2017-03-11,1.0,Approved,6.0,4.0,3.0,1.0,688.63,612.88,1970-01-01
238,12,3099,2017-10-08,0.0,Approved,3.0,1.0,1.0,1.0,1231.15,161.6,1970-01-01
239,61,1645,2017-10-01,1.0,Approved,4.0,1.0,3.0,1.0,71.16,56.93,1970-01-01
240,21,546,2017-11-23,0.0,Approved,1.0,1.0,1.0,1.0,1071.23,380.74,1970-01-01
241,86,2885,2017-03-27,1.0,Approved,4.0,1.0,1.0,1.0,235.63,125.07,1970-01-01
242,57,2740,2017-12-04,0.0,Approved,3.0,3.0,1.0,1.0,1890.39,260.14,1970-01-01
243,63,3166,2017-11-13,1.0,Approved,1.0,1.0,1.0,1.0,1483.2,99.59,1970-01-01
244,63,3487,2017-12-20,1.0,Approved,3.0,1.0,1.0,1.0,1992.93,762.63,1970-01-01
245,33,2890,2017-09-22,1.0,Approved,2.0,1.0,1.0,1.0,1311.44,1167.18,1970-01-01
246,98,3370,2017-01-22,0.0,Approved,4.0,1.0,1.0,1.0,795.34,101.58,1970-01-01
247,15,3393,2017-01-29,1.0,Approved,6.0,1.0,3.0,1.0,958.74,748.9,1970-01-01
248,57,2410,2017-07-21,0.0,Approved,3.0,3.0,1.0,1.0,1890.39,260.14,1970-01-01
249,61,3466,2017-02-10,1.0,Approved,4.0,1.0,3.0,1.0,71.16,56.93,1970-01-01
250,48,1454,2017-11-25,0.0,Cancelled,3.0,1.0,1.0,1.0,1762.96,950.52,1970-01-01
251,63,1967,2017-04-11,0.0,Approved,1.0,1.0,1.0,1.0,1483.2,99.59,1970-01-01
252,78,3089,2017-12-03,0.0,Approved,2.0,1.0,1.0,1.0,1765.3,709.48,1970-01-01
253,2,3123,2017-12-30,0.0,Approved,2.0,2.0,3.0,1.0,590.26,525.33,1970-01-01
254,67,2692,2017-07-26,0.0,Approved,1.0,1.0,1.0,1.0,1071.23,380.74,1970-01-01
255,67,2801,2017-04-01,1.0,Cancelled,6.0,2.0,1.0,1.0,544.05,376.84,1970-01-01
256,13,1580,2017-10-22,1.0,Approved,1.0,1.0,1.0,1.0,1577.53,826.51,1970-01-01
257,65,352,2017-03-22,0.0,Approved,3.0,1.0,1.0,1.0,1807.45,778.69,1970-01-01
258,49,1777,2017-06-15,1.0,Approved,5.0,2.0,1.0,1.0,533.51,400.13,1970-01-01
259,87,142,2017-07-06,1.0,Approved,2.0,1.0,2.0,1.0,1179.0,707.4,1970-01-01
